timestamp,temperature_celsius,vibration_rms_mm_s,motor_current_amp,ground_truth_label,asset_name
2026-07-01 04:38:00,63.46,3.114,12.44,normal,Motor_12
2026-07-01 04:39:00,62.67,3.026,13.2,normal,Motor_12
2026-07-01 04:40:00,63.56,3.208,13.32,normal,Motor_12
2026-07-01 04:41:00,63.23,3.287,12.86,normal,Motor_12
2026-07-01 04:42:00,63.96,3.508,13.31,normal,Motor_12
2026-07-01 04:43:00,63.42,3.337,13.11,normal,Motor_12
2026-07-01 04:44:00,63.2,3.359,13.28,normal,Motor_12
2026-07-01 04:45:00,63.91,3.267,12.81,normal,Motor_12
2026-07-01 04:46:00,62.27,3.214,13.28,normal,Motor_12
2026-07-01 04:47:00,62.07,3.176,13.14,normal,Motor_12
2026-07-01 04:48:00,62.46,3.529,13.2,normal,Motor_12
2026-07-01 04:49:00,63.89,3.279,12.61,normal,Motor_12
2026-07-01 04:50:00,62.88,3.197,13.0,normal,Motor_12
2026-07-01 04:51:00,63.72,3.07,13.38,normal,Motor_12
2026-07-01 04:52:00,62.66,3.054,12.82,normal,Motor_12
2026-07-01 04:53:00,61.46,3.078,12.95,normal,Motor_12
2026-07-01 04:54:00,62.65,3.371,12.96,normal,Motor_12
2026-07-01 04:55:00,63.22,3.274,13.26,normal,Motor_12
2026-07-01 04:56:00,62.26,3.362,12.76,normal,Motor_12
2026-07-01 04:57:00,62.32,2.969,12.8,normal,Motor_12
2026-07-01 04:58:00,64.1,3.28,13.29,normal,Motor_12
2026-07-01 04:59:00,61.03,3.029,13.24,normal,Motor_12
2026-07-01 05:00:00,61.56,3.357,12.72,normal,Motor_12
2026-07-01 05:01:00,62.04,3.583,13.28,normal,Motor_12
2026-07-01 05:02:00,63.08,3.402,13.27,normal,Motor_12
2026-07-01 05:03:00,62.86,3.51,13.04,normal,Motor_12
2026-07-01 05:04:00,62.83,3.28,12.96,normal,Motor_12
2026-07-01 05:05:00,64.81,3.427,12.64,normal,Motor_12
2026-07-01 05:06:00,62.27,3.31,12.78,normal,Motor_12
2026-07-01 05:07:00,62.59,3.198,12.89,normal,Motor_12
2026-07-01 05:08:00,62.73,3.076,13.1,normal,Motor_12
2026-07-01 05:09:00,64.32,3.223,13.03,normal,Motor_12
2026-07-01 05:10:00,63.72,3.345,12.82,normal,Motor_12
2026-07-01 05:11:00,63.93,3.491,12.53,normal,Motor_12
2026-07-01 05:12:00,63.39,3.676,13.43,normal,Motor_12
2026-07-01 05:13:00,63.92,3.426,12.45,normal,Motor_12
2026-07-01 05:14:00,63.22,3.395,12.67,normal,Motor_12
2026-07-01 05:15:00,62.97,3.303,13.11,normal,Motor_12
2026-07-01 05:16:00,63.01,3.282,13.71,normal,Motor_12
2026-07-01 05:17:00,63.45,3.449,13.32,normal,Motor_12
2026-07-01 05:18:00,62.34,3.221,12.97,normal,Motor_12
2026-07-01 05:19:00,63.12,3.067,13.68,normal,Motor_12
2026-07-01 05:20:00,63.48,3.24,13.41,normal,Motor_12
2026-07-01 05:21:00,62.85,2.892,13.28,normal,Motor_12
2026-07-01 05:22:00,62.06,3.257,12.85,normal,Motor_12
2026-07-01 05:23:00,64.25,3.307,12.64,normal,Motor_12
2026-07-01 05:24:00,64.05,3.279,12.88,normal,Motor_12
2026-07-01 05:25:00,63.45,3.275,13.44,normal,Motor_12
2026-07-01 05:26:00,62.69,3.483,12.81,normal,Motor_12
2026-07-01 05:27:00,63.03,3.326,13.27,normal,Motor_12
2026-07-01 05:28:00,62.99,3.356,12.97,normal,Motor_12
2026-07-01 05:29:00,62.76,3.356,13.1,normal,Motor_12
2026-07-01 05:30:00,63.37,3.135,12.75,normal,Motor_12
2026-07-01 05:31:00,63.59,3.076,12.98,normal,Motor_12
2026-07-01 05:32:00,62.79,3.348,12.57,normal,Motor_12
2026-07-01 05:33:00,61.38,3.403,12.89,normal,Motor_12
2026-07-01 05:34:00,63.69,3.317,13.09,normal,Motor_12
2026-07-01 05:35:00,62.66,3.294,13.12,normal,Motor_12
2026-07-01 05:36:00,62.2,3.332,12.99,normal,Motor_12
2026-07-01 05:37:00,63.8,3.235,12.6,normal,Motor_12
2026-07-01 05:38:00,63.83,3.328,13.23,normal,Motor_12
2026-07-01 05:39:00,62.16,3.538,12.83,normal,Motor_12
2026-07-01 05:40:00,62.84,3.165,13.29,normal,Motor_12
2026-07-01 05:41:00,63.32,3.187,12.56,normal,Motor_12
2026-07-01 05:42:00,63.16,3.248,12.98,normal,Motor_12
2026-07-01 05:43:00,62.45,3.329,12.73,normal,Motor_12
2026-07-01 05:44:00,61.7,3.197,12.8,normal,Motor_12
2026-07-01 05:45:00,62.31,3.15,13.29,normal,Motor_12
2026-07-01 05:46:00,62.54,3.411,13.23,normal,Motor_12
2026-07-01 05:47:00,62.68,2.865,13.05,normal,Motor_12
2026-07-01 05:48:00,63.53,3.125,12.77,normal,Motor_12
2026-07-01 05:49:00,63.19,3.28,12.78,normal,Motor_12
2026-07-01 05:50:00,63.17,3.421,13.06,normal,Motor_12
2026-07-01 05:51:00,63.35,3.162,13.06,normal,Motor_12
2026-07-01 05:52:00,62.35,3.223,13.15,normal,Motor_12
2026-07-01 05:53:00,63.25,3.502,13.17,normal,Motor_12
2026-07-01 05:54:00,64.47,3.252,12.33,normal,Motor_12
2026-07-01 05:55:00,61.53,3.327,12.82,normal,Motor_12
2026-07-01 05:56:00,63.57,3.514,13.17,normal,Motor_12
2026-07-01 05:57:00,64.6,3.328,13.32,normal,Motor_12
2026-07-01 05:58:00,61.89,3.297,13.45,normal,Motor_12
2026-07-01 05:59:00,63.1,3.206,13.04,normal,Motor_12
2026-07-01 06:00:00,64.03,3.224,12.83,normal,Motor_12
2026-07-01 06:01:00,63.22,3.269,12.85,normal,Motor_12
2026-07-01 06:02:00,63.33,3.566,13.04,normal,Motor_12
2026-07-01 06:03:00,63.34,3.275,12.6,normal,Motor_12
2026-07-01 06:04:00,62.33,3.306,12.95,normal,Motor_12
2026-07-01 06:05:00,62.63,3.232,13.55,normal,Motor_12
2026-07-01 06:06:00,62.52,3.529,12.94,normal,Motor_12
2026-07-01 06:07:00,62.77,3.075,13.1,normal,Motor_12
2026-07-01 06:08:00,62.39,3.326,12.94,normal,Motor_12
2026-07-01 06:09:00,63.31,3.32,12.73,normal,Motor_12
2026-07-01 06:10:00,63.43,3.258,12.74,normal,Motor_12
2026-07-01 06:11:00,64.33,3.287,12.57,normal,Motor_12
2026-07-01 06:12:00,62.99,3.156,13.48,normal,Motor_12
2026-07-01 06:13:00,62.82,3.431,12.62,normal,Motor_12
2026-07-01 06:14:00,63.89,3.232,13.13,normal,Motor_12
2026-07-01 06:15:00,62.79,3.678,13.62,normal,Motor_12
2026-07-01 06:16:00,63.67,3.356,13.61,normal,Motor_12
2026-07-01 06:17:00,63.48,3.395,12.51,normal,Motor_12
2026-07-01 06:18:00,62.91,3.285,12.84,normal,Motor_12
2026-07-01 06:19:00,62.94,3.251,12.97,normal,Motor_12
2026-07-01 06:20:00,62.33,3.259,12.54,normal,Motor_12
2026-07-01 06:21:00,63.47,3.381,12.48,normal,Motor_12
2026-07-01 06:22:00,62.78,3.586,13.24,normal,Motor_12
2026-07-01 06:23:00,62.9,3.207,13.2,normal,Motor_12
2026-07-01 06:24:00,62.82,3.183,13.44,normal,Motor_12
2026-07-01 06:25:00,63.73,3.354,13.2,normal,Motor_12
2026-07-01 06:26:00,62.08,3.047,12.99,normal,Motor_12
2026-07-01 06:27:00,62.95,3.191,12.48,normal,Motor_12
2026-07-01 06:28:00,63.83,3.313,13.1,normal,Motor_12
2026-07-01 06:29:00,61.0,3.368,13.27,normal,Motor_12
2026-07-01 06:30:00,62.52,3.371,13.11,normal,Motor_12
2026-07-01 06:31:00,62.31,3.55,13.14,normal,Motor_12
2026-07-01 06:32:00,62.52,3.293,12.65,normal,Motor_12
2026-07-01 06:33:00,63.65,3.379,13.33,normal,Motor_12
2026-07-01 06:34:00,62.23,3.196,12.91,normal,Motor_12
2026-07-01 06:35:00,62.57,3.124,13.29,normal,Motor_12
2026-07-01 06:36:00,62.55,3.326,12.94,normal,Motor_12
2026-07-01 06:37:00,62.97,3.272,12.72,normal,Motor_12
2026-07-01 06:38:00,62.27,3.378,12.67,normal,Motor_12
2026-07-01 06:39:00,61.46,3.55,13.59,normal,Motor_12
2026-07-01 06:40:00,63.09,3.238,12.88,normal,Motor_12
2026-07-01 06:41:00,62.41,3.205,13.03,normal,Motor_12
2026-07-01 06:42:00,63.74,3.25,12.74,normal,Motor_12
2026-07-01 06:43:00,64.42,3.21,12.72,normal,Motor_12
2026-07-01 06:44:00,63.37,3.248,13.32,normal,Motor_12
2026-07-01 06:45:00,62.6,3.256,13.11,normal,Motor_12
2026-07-01 06:46:00,61.4,3.399,12.92,normal,Motor_12
2026-07-01 06:47:00,63.39,3.526,12.71,normal,Motor_12
2026-07-01 06:48:00,63.55,3.226,13.29,normal,Motor_12
